"codcompra","mododisputa","disputaaberto","aditivos","vigencia_inicio","vigencia_fim","anos","valor_inicial","valor_global","diferenca_valor","percentual_diferenca_valor"
"15404299000012020","Aberto","True","11","2020-10-20","2022-03-08","2.0","38400.0","42593.24","4193.24","10.919895833333333"
"15404299000022020","Aberto","True","11","2020-11-03","2022-06-30","2.0","111286.0","145190.06","33904.06","30.46570098664702"
"15404299000052020","Aberto","True","11","2021-01-08","2024-06-30","3.0","4329000.0","3732871.32","-596128.68","-13.770586278586281"
"15404799000012020","Aberto","True","8","2020-11-17","2022-10-19","2.0","3100000.0","1786592.81","-1313407.19","-42.367973870967745"
"15404899000022020","Aberto","True","2","2021-01-22","2021-12-18","0.0","2068633.14","2068633.14","0.0","0.0"
"15404899000032020","Aberto","True","2","2021-01-20","2021-08-18","0.0","489605.34","523032.62","33427.28","6.827392854824663"
"15405499000032020","Fechado","False","2","2020-05-29","2021-05-23","1.0","58895.67","58895.67","0.0","0.0"
"15405499000102020","Fechado","False","2","2020-09-01","2022-02-21","2.0","445095.65","454106.44","9010.79","2.024461483728273"
"15405499000112020","Fechado","False","2","2020-10-27","2023-12-11","3.0","5820346.31","7314011.38","1493665.07","25.66282125573384"
"15405499000122020","Fechado","False","2","2020-11-11","2022-02-14","2.0","63632.74","65760.59","2127.85","3.343954700049063"
"15405499000172020","Fechado","False","2","2020-12-31","2023-02-19","3.0","667219.52","667219.52","0.0","0.0"
"15406999000062020","Aberto","True","11","2020-12-23","2022-11-16","2.0","2905364.55","2905364.55","0.0","0.0"
"15450399000012020","Aberto","True","12","2021-01-08","2022-05-08","1.0","490703.34","684567.91","193864.57","39.5074893926746"
"15484099000012020","Aberto","True","8","2020-10-08","2021-03-08","1.0","66333.27","66333.27","0.0","0.0"
"15484099000022020","Aberto","True","8","2021-02-22","2021-07-21","0.0","264070.71","264070.71","0.0","0.0"
"15485299000042020","Fechado/Aberto","True","3","2021-01-15","2021-08-14","0.0","159000.0","159000.0","0.0","0.0"
"15485299000052020","Fechado/Aberto","True","3","2020-12-10","2022-04-09","2.0","1150000.0","1150000.0","0.0","0.0"
"15501299000012020","Aberto","True","2","2021-01-11","2023-05-12","2.0","19800000.0","23291108.73","3491108.73","17.631862272727272"
"15501999000022020","Aberto","True","4","2021-01-04","2022-06-04","1.0","980000.0","980000.0","0.0","0.0"
"15502099000032020","Fechado","False","5","2020-12-08","2023-12-30","3.0","1975216.6","2278944.38","303727.78","15.376935370024738"
"15502299001062020","Aberto","True","4","2020-10-29","2022-12-28","2.0","840390.43","944185.11","103794.68","12.350768915824041"
"15512499000012020","Aberto","True","5","2020-12-14","2023-12-14","3.0","3036700.0","2435886.05","-600813.95","-19.7850940165311"
"15562799000012020","Aberto","True","1","2021-01-04","2021-05-04","0.0","251000.0","251000.0","0.0","0.0"
"15563599000032020","Aberto","True","7","2021-01-08","2022-01-08","1.0","377999.98","377999.98","0.0","0.0"
"15563699000012020","Aberto","True","6","2020-12-29","2021-12-29","1.0","363178.51","363178.51","0.0","0.0"
"15809299000012020","Aberto","True","1","2020-08-27","2021-01-25","1.0","141979.68","141979.68","0.0","0.0"
"15809299000112020","Aberto","True","1","2021-01-28","2022-04-06","1.0","865785.56","865785.56","0.0","0.0"
"15812199000022020","Aberto","True","4","2021-10-13","2023-05-07","2.0","247525.39","275671.12","28145.73","11.370845633249987"
"15812399000012020","Fechado","False","9","2020-11-09","2022-01-09","2.0","185476.85","185476.85","0.0","0.0"
"15812399000062020","Fechado","False","9","2021-01-04","2022-04-14","1.0","906092.53","906092.53","0.0","0.0"
"15812399000092020","Fechado","False","9","2020-12-07","2021-11-07","1.0","176034.42","179852.66","3818.24","2.1690303521322702"
"15812399000102020","Fechado","False","9","2020-10-19","2022-01-19","2.0","172158.95","199469.17","27310.22","15.863375096095787"
"15812399000112020","Fechado","False","9","2020-11-09","2022-04-14","2.0","2038997.88","2038997.88","0.0","0.0"
"15812399000142020","Fechado","False","9","2020-12-07","2022-03-07","2.0","466297.95","509194.08","42896.13","9.199296286848355"
"15812399000162020","Fechado","False","9","2021-02-08","2022-04-14","1.0","1627516.02","1626481.34","-1034.68","-0.06357418220682091"
"15813799000022020","Fechado","False","7","2020-12-07","2023-01-14","3.0","506325.36","663084.65","156759.29","30.960189313843575"
"15813799000032020","Fechado","False","7","2020-12-07","2022-07-30","2.0","198457.92","198457.92","0.0","0.0"
"15813799000082020","Fechado","False","7","2020-12-30","2021-12-30","1.0","231940.34","240329.86","8389.52","3.6171025704282402"
"15813899000012020","Aberto","True","7","2020-08-17","2021-04-14","1.0","109807.45","46693.04","-63114.41","-57.477347848438335"
"15813899000022020","Aberto","True","7","2020-11-25","2025-01-25","5.0","15691813.8","22243977.31","6552163.51","41.75529733853966"
"15814399000022020","Aberto","True","4","2020-11-20","2022-02-03","2.0","710000.0","0.0","-710000.0","-100.0"
"15814399000032020","Aberto","True","4","2020-10-19","2023-12-29","3.0","1798000.0","2176036.89","378036.89","21.025411012235818"
"15815099000022020","Aberto","True","1","2021-03-30","2023-08-17","2.0","1057597.28","1057597.28","0.0","0.0"
"15815099000052020","Aberto","True","1","2021-10-22","2022-12-19","1.0","243427.91","243427.91","0.0","0.0"
"15815399000012020","Aberto","True","4","2020-07-17","2022-06-05","2.0","1561631.34","1675691.43","114060.09","7.303906311204026"
"15815499000102020","Aberto","True","4","2021-01-27","2022-01-08","1.0","405000.0","426105.51","21105.51","5.211237037037037"
"15815499000112020","Aberto","True","4","2021-02-04","2021-10-22","0.0","99197.54","99197.54","0.0","0.0"
"15815599000012020","Aberto","True","9","2021-02-01","2022-09-30","1.0","322603.56","322603.56","0.0","0.0"
"15815599000022020","Aberto","True","9","2021-08-05","2022-08-05","1.0","396364.18","474313.16","77948.98","19.666000091128314"
"15815699000012020","Aberto","True","5","2020-07-17","2021-07-10","1.0","855603.52","855603.52","0.0","0.0"
"15815699000022020","Aberto","True","5","2020-10-09","2021-03-06","1.0","33500.0","3248.58","-30251.42","-90.30274626865672"
"15815699000032020","Aberto","True","5","2020-12-31","2021-08-27","1.0","106648.99","106648.99","0.0","0.0"
"15815699000032020","Aberto","True","5","2020-12-29","2021-09-24","1.0","416608.42","416608.42","0.0","0.0"
"15826499000172020","Aberto","True","3","2021-03-01","2022-05-25","1.0","380658.45","475708.64","95050.19","24.969940901088627"
"15834599000012020","Aberto","True","6","2021-03-18","2022-12-08","1.0","455763.55","641366.24","185602.69","40.723460662881"
"15834599000022020","Aberto","True","6","2021-03-18","2023-01-31","2.0","381806.04","613600.45","231794.41","60.70999033959757"
"15835299000022020","Fechado","False","6","2020-12-28","2023-02-24","3.0","1265543.35","1484872.37","219329.02","17.330818418823817"
"15836999000032020","Aberto","True","5","2021-02-25","2022-02-25","1.0","2422897.4","323576.24","-2099321.16","-86.64507048461896"
"15837199000022020","Aberto","True","4","2020-11-27","2021-09-27","1.0","181269.45","181269.45","0.0","0.0"
"15837399000012020","Aberto","True","6","2020-09-18","2021-10-18","1.0","678344.35","119512.51","-558831.84","-82.38173429173546"
"15838299000012020","Aberto","True","6","2022-01-18","2023-05-13","1.0","417268.1","426523.94","9255.84","2.21819976173592"
"15841999000012020","Aberto","True","1","2020-11-27","2022-12-31","2.0","3316000.0","4415390.74","1099390.74","33.154123642943304"
"15842599000032020","Aberto","True","5","2021-01-04","2021-07-02","0.0","259050.0","259050.0","0.0","0.0"
"15842899000012020","Aberto","True","10","2020-04-13","2021-10-07","1.0","1952315.0","2014301.38","61986.38","3.1750194000455867"
"15842899000032020","Aberto","True","10","2020-12-21","2022-04-12","2.0","311600.0","311600.0","0.0","0.0"
"15843799000012020","Aberto","True","2","2020-07-09","2021-11-09","1.0","414001.98","414001.98","0.0","0.0"
"15844199000012020","Aberto","True","2","2020-12-10","2021-10-20","1.0","179458.78","213197.03","33738.25","18.799999643372143"
"15846099000012020","Aberto","True","2","2021-02-01","2021-09-29","0.0","1603803.66","534601.22","-1069202.44","-66.66666666666667"
"15846099000032020","Aberto","True","2","2021-06-10","2022-01-24","1.0","318333.45","318333.45","0.0","0.0"
"15846399000012020","Aberto","True","6","2021-01-04","2021-09-01","0.0","242771.4","242771.4","0.0","0.0"
"15846499000012020","Aberto","True","3","2021-01-20","2022-06-16","1.0","1122604.27","1122604.27","0.0","0.0"
"15846599000012020","Aberto","True","7","2021-01-15","2022-05-14","1.0","1880000.0","2114973.81","234973.81","12.498606914893617"
"15846999000012020","Aberto","True","4","2021-03-01","2022-01-01","1.0","58819.5","85435.32","26615.82","45.24999362456328"
"15851699000132020","Fechado/Aberto","True","1","2021-02-22","2021-09-09","0.0","736356.26","736356.26","0.0","0.0"
"15851799000052020","Aberto","True","5","2021-01-26","2021-12-01","0.0","650701.07","650701.07","0.0","0.0"
"15851799000062020","Aberto","True","5","2021-01-15","2021-12-01","0.0","284380.85","284380.85","0.0","0.0"
"15851799000092020","Aberto","True","5","2020-12-22","2022-12-10","2.0","321265.45","354353.6","33088.15","10.299317900508754"
"15851799000102020","Aberto","True","5","2021-02-01","2024-04-20","3.0","696275.63","802290.82","106015.19","15.226037711530992"
"15851799000112020","Aberto","True","5","2021-01-25","2023-02-28","2.0","1000554.32","1129174.13","128619.81","12.854855296611984"
"16024999000022020","Aberto","True","7","2021-10-07","2022-12-05","1.0","3288316.52","3288316.52","0.0","0.0"
"17039499000022020","Aberto","True","6","2020-04-01","2023-04-01","3.0","2985045.0","2985045.0","0.0","0.0"
"17039499000062020","Aberto","True","6","2020-07-03","2021-10-03","1.0","438499.5","438499.5","0.0","0.0"
"19300299000042020","Aberto","True","5","2020-12-15","2023-07-15","3.0","23703031.47","30533038.53","6830007.06","28.814909471155506"
"19300299000052020","Aberto","True","5","2020-12-31","2024-12-04","4.0","3089000.2","3089000.2","0.0","0.0"
"19300299000082020","Aberto","True","5","2020-12-01","2024-02-01","4.0","529734.53","539954.2","10219.67","1.9292059364149812"
"20011399000012020","Fechado","False","2","2020-07-15","2023-06-15","3.0","2753859.85","3323188.92","569329.07","20.67385782177695"
"20012099000012020","Aberto","True","3","2021-10-08","2023-04-16","2.0","2850264.13","2850264.13","0.0","0.0"
"20012099000012020","Aberto","True","3","2021-10-14","2023-04-22","2.0","2881879.41","2881879.41","0.0","0.0"
"20012399000022020","Aberto","True","6","2022-01-11","2023-04-11","1.0","912000.0","1165372.0","253372.0","27.78201754385965"
"20012399000032020","Aberto","True","6","2021-01-18","2024-01-18","3.0","1105000.0","1105000.0","0.0","0.0"
"20012799000012020","Aberto","True","4","2020-08-20","2021-08-20","1.0","568497.07","568497.07","0.0","0.0"
"25444599000042020","Fechado","False","4","2020-09-24","2021-02-13","1.0","2685070.93","2685070.93","0.0","0.0"
"27507599000102020","Aberto","True","2","2021-05-10","2024-11-10","3.0","8030000.0","9759861.51","1729861.51","21.542484557907844"
"39300399002872020","Aberto","True","4","2021-03-30","2024-03-28","3.0","2470950.85","2578190.07","107239.22","4.339998102349951"
"39300399002872020","Aberto","True","1","2021-04-09","2024-04-07","3.0","2641017.01","2641017.01","0.0","0.0"
"39300399002872020","Aberto","True","6","2021-09-21","2024-09-20","3.0","2730269.37","2730269.37","0.0","0.0"
"39302099003482020","Aberto","True","4","2021-01-19","2024-12-22","3.0","1185000.0","1185000.0","0.0","0.0"
"39302199002862020","Aberto","True","3","2021-09-01","2024-12-06","3.0","31151896.95","35485783.27","4333886.32","13.912110479037779"
"39302199005352020","Aberto","True","3","2021-10-01","2024-08-25","3.0","20800000.0","20800000.0","0.0","0.0"
"39302499003262020","Aberto","True","7","2020-12-09","2023-05-16","3.0","66123320.74","78240420.02","12117099.28","18.325001140890976"
"39302499004452020","Aberto","True","7","2021-01-18","2022-02-25","1.0","16748348.36","16645002.93","-103345.43","-0.6170484860872574"
"39302499004472020","Aberto","True","7","2020-12-28","2022-03-22","2.0","5176290.5","5176290.5","0.0","0.0"
"39303099002702020","Aberto","True","4","2020-11-11","2024-05-08","4.0","5162000.0","6448641.88","1286641.88","24.925259201859742"
"39500199000022020","Fechado","False","2","2021-08-18","2025-03-18","4.0","8744670.21","9132912.38","388242.17","4.4397577115718345"
"39500199000032020","Fechado","False","2","2021-01-14","2023-12-31","2.0","7202285.85","9163403.78","1961117.93","27.229104354418258"
"39500199000032020","Fechado","False","2","2021-01-14","2024-06-30","3.0","10735948.77","14243687.58","3507738.81","32.67283483879739"
"53001399000042020","Aberto","True","5","2021-06-09","2026-07-29","5.0","938510000.0","938510000.0","0.0","0.0"
"15018299000012021","Aberto","True","5","2021-09-14","2022-09-14","1.0","212008.86","212008.86","0.0","0.0"
"15018299000032021","Aberto","True","5","2022-01-10","2022-11-03","0.0","1327643.01","1327643.01","0.0","0.0"
"15018299000042021","Aberto","True","5","2021-11-26","2023-12-25","2.0","622194.28","622194.28","0.0","0.0"
"15018299000082021","Aberto","True","5","2021-12-09","2023-02-09","2.0","253258.19","253258.19","0.0","0.0"
"15018299000092021","Aberto","True","5","2021-12-16","2023-02-16","2.0","168127.02","168127.02","0.0","0.0"
"15301099000012021","Aberto","True","3","2022-01-24","2023-11-21","1.0","331102.19","331102.19","0.0","0.0"
"15301099000022021","Aberto","True","3","2021-11-18","2023-01-31","2.0","443265.27","443265.27","0.0","0.0"
"15301099000082021","Aberto","True","3","2022-01-17","2022-09-13","0.0","533496.04","533496.04","0.0","0.0"
"15305299000022021","Aberto","True","5","2021-09-30","2022-01-12","1.0","664303.92","221434.64","-442869.28","-66.66666666666666"
"15306199000032021","Fechado","False","2","2022-01-24","2022-11-08","0.0","318713.25","364913.32","46200.07","14.49581088956923"
"15306399000012021","Aberto","True","4","2021-09-21","2023-10-21","2.0","3871000.0","4499321.39","628321.39","16.23150064582795"
"15306399000062021","Aberto","True","4","2022-01-31","2024-01-31","2.0","315612.54","315612.54","0.0","0.0"
"15316399000032021","Fechado/Aberto","True","5","2021-05-12","2023-04-16","2.0","487015.54","519811.71","32796.17","6.734111605555749"
"15316699000022021","Fechado/Aberto","True","1","2021-11-10","2023-12-06","2.0","1807093.06","2008337.83","201244.77","11.136381100373436"
"15317699000012021","Fechado/Aberto","True","1","2021-08-16","2022-05-16","1.0","617463.0","674146.95","56683.95","9.180137109430039"
"15403999000042021","Fechado","False","8","2022-06-13","2022-08-31","0.0","674272.2","674272.2","0.0","0.0"
"15404099000042021","Aberto","True","17","2021-12-28","2024-08-28","3.0","20785637.18","19934487.44","-851149.74","-4.094893664452965"
"15404999000022021","Aberto","True","12","2021-12-02","2023-07-30","2.0","1702351.59","1702351.59","0.0","0.0"
"15404999000042021","Aberto","True","12","2021-12-08","2023-03-08","2.0","400000.21","429147.96","29147.75","7.286933674359821"
"15405499000062021","Fechado","False","2","2021-12-09","2022-10-04","1.0","54395.32","54395.32","0.0","0.0"
"15406999000012021","Aberto","True","11","2021-12-13","2023-02-13","2.0","201000.0","201000.0","0.0","0.0"
"15406999000052021","Aberto","True","11","2021-12-14","2023-06-23","2.0","917813.95","917813.95","0.0","0.0"
"15406999000062021","Aberto","True","11","2022-01-10","2023-05-09","1.0","257716.26","257716.26","0.0","0.0"
"15442199000012021","Fechado/Aberto","True","10","2021-11-18","2022-10-14","1.0","575095.72","653700.26","78604.54","13.668079463363071"
"15500899001172021","Aberto","True","3","2021-09-23","2022-09-23","1.0","30000.0","37500.0","7500.0","25.0"
"15500899001932021","Aberto","True","3","2021-12-30","2022-06-30","1.0","180500.0","180500.0","0.0","0.0"
"15502099000042021","Aberto","True","5","2022-01-25","2023-12-18","1.0","348738.28","427177.04","78438.76","22.492156582294317"
"15512499000682021","Aberto","True","5","2021-12-01","2024-12-01","3.0","4075798.82","3468050.52","-607748.3","-14.911145688000373"
"15512499000702021","Aberto","True","5","2021-12-16","2023-06-16","2.0","571848.04","637524.8","65676.76","11.48500220443179"
"15809299000022021","Aberto","True","1","2021-12-23","2022-07-21","1.0","236004.14","246954.73","10950.59","4.639999111879987"
"15812199000012021","Aberto","True","2","2021-12-14","2023-05-14","2.0","762142.44","873380.45","111238.01","14.59543572983549"
"15812399000012021","Fechado","False","9","2021-12-01","2025-01-01","4.0","59109.53","63030.06","3920.53","6.632652974909461"
"15812399000032021","Fechado","False","9","2021-11-08","2022-11-08","1.0","776284.29","760500.28","-15784.01","-2.033277009895434"
"15812399000082021","Fechado","False","9","2022-01-03","2023-10-03","1.0","1173772.63","1695490.26","521717.63","44.44792940861128"
"15812599000032021","Aberto","True","7","2021-06-23","2022-02-23","1.0","216341.45","230701.04","14359.59","6.637465913258878"
"15812599000042021","Aberto","True","7","2021-06-23","2022-02-23","1.0","34402.76","34402.76","0.0","0.0"
"15812599000062021","Aberto","True","7","2021-11-12","2022-12-26","1.0","983170.88","983170.88","0.0","0.0"
"15812599000092021","Aberto","True","7","2021-10-26","2022-10-20","1.0","4472131.82","4472131.82","0.0","0.0"
"15812599000112021","Aberto","True","7","2022-02-01","2022-07-01","0.0","166506.08","171441.73","4935.65","2.9642461104123043"
"15813799000032021","Fechado","False","7","2022-01-10","2024-01-10","2.0","581667.24","659550.02","77882.78","13.38957648706501"
"15813799000042021","Fechado","False","7","2022-01-10","2024-01-10","2.0","266452.38","299599.29","33146.91","12.440087793548702"
"15813899000052021","Aberto","True","7","2021-11-12","2023-11-12","2.0","848594.22","858778.61","10184.39","1.2001484054416491"
"15813899000062021","Aberto","True","7","2021-12-23","2023-07-21","2.0","1830910.19","1778548.68","-52361.51","-2.8598622852167317"
"15813899000062021","Aberto","True","7","2021-12-09","2024-02-06","3.0","1898744.51","2076505.04","177760.53","9.362003632600365"
"15813899000072021","Aberto","True","7","2021-11-25","2024-01-20","3.0","1616696.66","1799778.33","183081.67","11.324429284093407"
"15813899000072021","Aberto","True","7","2021-11-24","2024-02-17","3.0","1626738.88","1742061.94","115323.06","7.089217662271649"
"15814399000032021","Aberto","True","4","2022-01-10","2023-08-18","1.0","2314824.25","2585738.62","270914.37","11.703453080725243"
"15814399000042021","Aberto","True","4","2022-01-10","2023-12-16","1.0","1945000.07","2171918.61","226918.54","11.666762562121656"
"15814799000032021","Aberto","True","6","2021-09-02","2024-01-20","3.0","952606.38","1243786.62","291180.24","30.566690095021197"
"15814899000052021","Aberto","True","5","2022-04-11","2024-02-15","2.0","5678907.83","6972520.68","1293612.85","22.779254193319073"
"15814899000072021","Aberto","True","6","2022-04-18","2024-02-10","2.0","5181203.45","5701830.7","520627.25","10.048384608405987"
"15815099000012021","Aberto","True","1","2021-11-23","2023-03-18","2.0","717391.02","717391.02","0.0","0.0"
"15815099000052021","Aberto","True","1","2021-12-24","2024-10-19","3.0","1782283.87","1782283.87","0.0","0.0"
"15815099000072021","Aberto","True","1","2022-02-21","2023-08-15","1.0","342602.51","342602.51","0.0","0.0"
"15815399000012021","Aberto","True","4","2022-01-03","2022-08-15","0.0","2058702.96","2058702.96","0.0","0.0"
"15815499000032021","Aberto","True","4","2021-12-01","2023-04-16","2.0","929937.52","1162408.1","232470.58","24.998516029334958"
"15815499000042021","Aberto","True","4","2021-11-08","2023-10-27","2.0","1849999.99","2987811.76","1137811.77","61.503339251369404"
"15815499000052021","Aberto","True","4","2021-11-24","2022-08-21","1.0","408500.0","436727.35","28227.35","6.91"
"15815499000102021","Aberto","True","4","2021-11-11","2022-11-06","1.0","248094.0","296063.21","47969.21","19.335094762469065"
"15815499000122021","Aberto","True","4","2021-11-25","2022-07-23","1.0","357743.22","432935.35","75192.13","21.018464025677414"
"15815499000122021","Aberto","True","4","2021-02-09","2021-09-07","0.0","405000.0","405000.0","0.0","0.0"
"15815599000012021","Aberto","True","9","2021-09-15","2022-09-15","1.0","461036.78","461036.78","0.0","0.0"
"15815599000022021","Aberto","True","9","2021-11-09","2023-11-05","2.0","497811.7","619476.88","121665.18","24.440000104457166"
"15815699000012021","Aberto","True","5","2021-08-19","2024-02-13","3.0","899000.0","0.0","-899000.0","-100.0"
"15815699000032021","Aberto","True","5","2021-12-30","2023-03-25","2.0","1420000.0","77854.52","-1342145.48","-94.51728732394366"
"15815699000042021","Aberto","True","5","2021-11-09","2023-06-03","2.0","888700.0","0.0","-888700.0","-100.0"
"15815699000062021","Aberto","True","5","2021-12-06","2022-09-02","1.0","559500.0","14700.0","-544800.0","-97.37265415549598"
"15815699000072021","Aberto","True","5","2021-12-06","2023-03-01","2.0","823000.0","823000.0","0.0","0.0"
"15815699000092021","Aberto","True","5","2021-12-30","2022-12-10","1.0","379625.17","379625.17","0.0","0.0"
"15835099000012021","Fechado","False","6","2022-01-10","2023-06-10","1.0","612038.49","689443.0","77404.51","12.647000354503847"
"15836699000012021","Aberto","True","5","2021-08-27","2022-08-27","1.0","880033.86","1146948.13","266914.27","30.330000029771583"
"15842499000012021","Aberto","True","5","2022-12-16","2024-03-29","2.0","2542115.46","3176385.76","634270.3","24.95049143047185"
"15851699000022021","Fechado/Aberto","True","1","2022-01-05","2022-09-02","0.0","348811.62","348811.62","0.0","0.0"
"15851699000132021","Aberto/Fechado","True","1","2022-02-07","2023-01-31","1.0","332787.92","332787.92","0.0","0.0"
"15851699000182021","Aberto/Fechado","True","1","2022-03-01","2022-09-27","0.0","912637.42","912637.42","0.0","0.0"
"15851699000212021","Aberto/Fechado","True","1","2022-03-14","2022-12-09","0.0","678560.04","678560.04","0.0","0.0"
"15851799000032021","Aberto","True","5","2021-12-13","2024-04-30","3.0","1262608.55","1314530.83","51922.28","4.1123022650210945"
"15851799000042021","Aberto","True","5","2021-12-21","2023-07-20","2.0","586645.5","626848.89","40203.39","6.8530978248362935"
"15871899000032021","Aberto","True","7","2021-12-22","2023-05-22","2.0","980993.5","1026558.16","45564.66","4.644746371917857"
"20011399000012021","Fechado","False","2","2022-01-10","2023-02-10","1.0","534949.66","602944.55","67994.89","12.710521210537829"
"20011399000032021","Fechado","False","2","2022-01-31","2023-01-31","1.0","851368.72","1174152.54","322783.82","37.91351648437354"
"20023399000012021","Fechado/Aberto","True","4","2021-12-28","2027-12-28","6.0","10962403.49","10962403.49","0.0","0.0"
"25006199000012021","Aberto","True","4","2022-04-04","2024-04-03","2.0","3278287.8","3278287.8","0.0","0.0"
"25006199000022021","Aberto","True","4","2022-02-21","2022-12-21","0.0","842102.03","1052637.49","210535.46","25.001181863912617"
"25444699000022021","Fechado/Aberto","True","6","2021-09-29","2022-06-28","1.0","6239086.87","6239086.87","0.0","0.0"
"25444699000032021","Fechado/Aberto","True","6","2021-12-23","2023-05-22","2.0","18928436.01","19151976.79","223540.78","1.1809786074343496"
"25446299000052021","Aberto","True","5","2021-12-23","2023-07-15","2.0","39433618.8","39433618.8","0.0","0.0"
"25446299000062021","Aberto","True","5","2021-06-28","2023-01-07","2.0","112018.32","118546.05","6527.73","5.827377164735196"
"25446299000082021","Fechado","False","5","2021-10-04","2023-04-26","2.0","1504146.0","1602676.31","98530.31","6.550581525995482"
"25446299000102021","Aberto","True","5","2022-01-10","2024-01-05","2.0","384203.87","29711.78","-354492.09","-92.2666630088864"
"25446299000142021","Aberto","True","5","2022-05-06","2024-11-06","2.0","18301755.11","18718927.51","417172.4","2.2794119880451182"
"27507599000062021","Aberto","True","2","2021-06-18","2024-12-18","3.0","19666826.8","21917829.46","2251002.66","11.445683042268923"
"39007099002262021","Aberto","True","9","2021-12-14","2024-12-21","3.0","1810000.0","1810000.0","0.0","0.0"
"39300399002542021","Aberto","True","3","2023-03-20","2027-06-17","4.0","3340628.34","3340628.34","0.0","0.0"
"39300399002542021","Aberto","True","3","2022-02-25","2026-05-24","4.0","4299995.91","4299995.91","0.0","0.0"
"39300399002542021","Aberto","True","4","2022-12-02","2027-02-28","5.0","4844000.0","4844000.0","0.0","0.0"
"39300999001222021","Aberto","True","3","2021-08-16","2023-06-27","2.0","6785436.18","6785436.18","0.0","0.0"
"39300999001222021","Aberto","True","3","2017-01-16","2022-01-25","5.0","6785436.19","6785436.19","0.0","0.0"
"39301099004242021","Aberto","True","1","2021-05-26","2022-11-16","1.0","3000000.0","3000000.0","0.0","0.0"
"39301499003142021","Aberto","True","3","2021-11-10","2024-08-08","3.0","7550435.0","8089593.61","539158.61","7.140762220984619"
"39301699004162021","Aberto","True","4","2021-12-14","2024-09-22","3.0","163720001.91","166797964.12","3077962.21","1.8800159871070699"
"39301899004182021","Aberto","True","4","2021-12-01","2025-05-25","4.0","4739000.0","4550061.46","-188938.54","-3.9868862629246675"
"39302999003552021","Aberto","True","6","2021-12-29","2023-12-18","2.0","4339860.42","4339860.42","0.0","0.0"
"39500199000022021","Fechado","False","2","2021-07-07","2023-07-07","2.0","1212039.92","1507432.6","295392.68","24.371530601071292"
"39500199000032021","Fechado","False","2","2021-07-15","2024-04-15","3.0","1833105.23","1833105.23","0.0","0.0"
"39500199000062021","Fechado","False","2","2021-09-30","2023-09-02","2.0","280000.0","284710.58","4710.58","1.68235"
"39500199000082021","Fechado","False","2","2022-04-22","2023-12-19","1.0","23000000.0","23000000.0","0.0","0.0"
"53001399000022021","Aberto","True","5","2021-12-31","2026-04-30","5.0","34714000.0","34714000.0","0.0","0.0"
"53001399000042021","Aberto","True","5","2022-06-23","2024-04-23","2.0","7045000.0","7045000.0","0.0","0.0"
"53001399000052021","Aberto","True","5","2022-12-07","2026-09-07","4.0","41200000.0","41200000.0","0.0","0.0"
"15018299000012022","Aberto","True","5","2022-06-06","2023-03-06","1.0","681479.35","681479.35","0.0","0.0"
"15018299000052022","Aberto","True","5","2023-01-25","2024-09-25","1.0","10063063.64","10063063.64","0.0","0.0"
"15301099000022022","Aberto","True","3","2022-12-14","2023-12-14","1.0","159204.51","193354.51","34150.0","21.450397353693056"
"15301099000042022","Aberto","True","3","2022-11-28","2024-09-28","2.0","206270.77","206270.77","0.0","0.0"
"15301099000052022","Aberto","True","3","2022-10-10","2024-10-10","2.0","1072376.79","1072376.79","0.0","0.0"
"15301099000062022","Aberto","True","3","2023-01-18","2023-07-18","0.0","145329.11","145329.11","0.0","0.0"
"15301099000082022","Aberto","True","3","2022-12-20","2023-12-20","1.0","190202.49","190202.49","0.0","0.0"
"15306199000062022","Fechado","False","2","2023-05-01","2025-02-03","2.0","1400194.83","1400194.83","0.0","0.0"
"15306399000032022","Aberto","True","4","2023-01-09","2023-10-09","0.0","800000.0","800000.0","0.0","0.0"
"15316399000012022","Fechado/Aberto","True","5","2022-07-28","2023-12-05","1.0","899659.45","933448.33","33788.88","3.7557411307134045"
"15316399000022022","Fechado/Aberto","True","5","2022-07-28","2023-04-23","1.0","154304.44","146614.69","-7689.75","-4.983492373907064"
"15316399000042022","Fechado/Aberto","True","5","2022-11-16","2024-03-09","2.0","2596320.08","2596320.08","0.0","0.0"
"15316699000012022","Fechado/Aberto","True","1","2022-07-20","2024-02-20","2.0","774786.96","799336.56","24549.6","3.1685613294266077"
"15316699000042022","Fechado/Aberto","True","1","2022-12-08","2024-01-06","2.0","454205.37","454205.37","0.0","0.0"
"15317799000012022","Aberto","True","7","2022-09-26","2023-01-25","1.0","137000.0","137000.0","0.0","0.0"
"15403999000012022","Fechado","False","8","2023-01-16","2024-01-10","1.0","2635847.2","2635847.2","0.0","0.0"
"15403999000022022","Aberto","True","8","2023-01-16","2023-12-11","0.0","444161.75","582423.67","138261.92","31.128731818982615"
"15403999000032022","Fechado","False","8","2022-12-12","2023-12-06","1.0","2159294.61","2159294.61","0.0","0.0"
"15404099000032022","Aberto","True","17","2023-08-07","2024-10-07","1.0","976269.83","976269.83","0.0","0.0"
"15404099000042022","Aberto","True","17","2023-03-06","2023-11-06","0.0","900778.91","900778.91","0.0","0.0"
"15404099000052022","Aberto","True","17","2023-02-06","2024-06-06","1.0","7105978.54","7105978.54","0.0","0.0"
"15404799000022022","Aberto","True","8","2022-05-18","2024-05-06","2.0","1004335.83","1004335.83","0.0","0.0"
